R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,all_params,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
stats,optim,Duarte,30,"(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,-,"par = c(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 
0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, method = L-BFGS-B, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 1, factr = 0)",3.23220600847323,"(-0.496926594941306, -0.748318653972624, -0.00912797630779743, -0.0052370572556218, 0.379810906479319, -0.985526004301597, 0.249782824035793, 0.267174200392847, -0.0678195175524736, 0.43535992555823, -0.531068452111447, 0.153630146721745, -0.212986341102861, -0.560379863981761, -0.273024162354895, 0.51708993949363, 0.316752855338236, -0.148968529218867, 0.0394331936820642, 0.814049651844285, -0.149307237068381, -0.653758345153503, -0.0328300225360584, -0.186569628566696, 0.874440626504061, -0.180466365335768, 0.687294110904594, -0.796592148592458, -0.0501423639776777, 0.205988031787772)",4,4,1,NEW_X,0.00699520111083984,secs,0.01
GA,ga,Duarte,30,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,-,"type = real-valued, fitness = function (x) 
{
    return(-(Duarte(x)))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), maxiter = 2",-4.3379504034806,"(-0.430586421396583, 0.902805829886347, 0.773698864039034, 0.362701676320285, 0.948812637478113, 0.837741266470402, 0.252441423013806, 0.443896878976375, -0.837456104811281, 0.654721560887992, 0.215743076521903, 0.240299435798079, 0.952463793568313, -0.980765390675515, -0.63028002018109, 0.783171237446368, -0.520061072427779, -0.858769928105175, -0.857020703610033, -0.299633607268333, -0.424786516930908, -0.678546296898276, 0.0613783905282617, -0.814446343574673, 0.0774920238181949, -0.948153908830136, 0.578421889338642, 0.530970355030149, 0.212509515695274, -0.074862714856863)",2,-,-,-,0.00829982757568359,secs,0.01
DEoptim,DEoptim,Duarte,30,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,-,"fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(itermax = 1, reltol = 0)",-8.71312447961161,"(-0.359631525818259, -0.325818116776645, -0.767025849316269, -0.875635397620499, 0.940572310704738, -0.418880626093596, 0.724479554221034, -0.438795806374401, 0.88411242607981, 0.490394667256624, 0.921960161998868, -0.638652012683451, -0.547314284835011, -0.405691362917423, -0.187427737284452, -0.0685837930068374, 0.000774189364165068, 0.763971529901028, -0.813445927109569, -0.0722035055048764, -0.647360725793988, -0.995285435114056, 0.830782143864781, 0.922552017029375, -0.938821125309914, -0.934194969478995, -0.472941108513623, 0.46612191060558, 0.794424778781831, 0.265536903403699)",1,4,-,-,0.0185306072235107,secs,0.01
pso,psoptim,Duarte,30,"(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",7,-,"par = c(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 
0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 7, reltol = 0)",-13.840127547585,"(-0.306185836783789, 1, 0.924423470588155, -1, 0.831973029320247, 1, -1, -0.274313381535679, -1, 0.260229189401337, 1, -0.994659019960396, 1, -1, -0.868222327567797, 0.472691073026587, -0.857346975276879, 1, -1, -0.969563663222297, -0.532127558326529, -1, 0.0178733657308675, -0.273114488794188, 1, 0.140063398773883, -0.833280535931015, -0.597594540004945, 0.0801944763190734, 0.802154236736089)",7,140,2,Maximal number of iterations reached,0.0225541591644287,secs,0.01
ABCoptim,abc_optim,Duarte,30,"(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",4,-,"par = c(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 
0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lb = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), ub = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), criter = 2147483647, maxCycle = 4",9.00739217267478,"(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006)",4,-,-,-,0.0108475685119629,secs,0.01
nloptr,sbplx,Duarte,30,"(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,120,"x0 = c(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 
0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 120, xtol_rel = 0)",-12.0916650864512,"(1, -1, 1, 1, 1, -1, -0.14514718297869, 0.174310100264847, -1, 0.0745823904871941, -1, -1, -1, 1, -1, 1, -0.906180144142127, -0.66192665087874, 0.237440665252507, 1, 0.00818636559415609, -1, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006)",120,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00916242599487305,secs,0.01
nloptr,cobyla,Duarte,30,"(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,70,"x0 = c(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 
0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 70, xtol_rel = 0)",-17.6961622757825,"(0.279865410457728, -0.632197147111509, 1, 0.999999999999993, 0.999999999999998, -0.897853450368739, -0.189098969049256, 0.147786408470972, -0.816559629484798, 0.251038277842905, -0.999999999999991, -0.410687794646789, -0.463256714665615, -0.999999999999996, -0.999999999999997, 0.933841247960639, -0.904315666381478, -0.935346467850762, -0.999999999999994, 1, -0.995344804441198, -0.740234885131436, 0.999999999999999, 0.960841895373176, 0.999999999999999, 0.999999999999995, 0.901590243549851, -0.999999999999995, -0.251074357445935, 0.0676086906834746)",70,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00990414619445801,secs,0.01
nloptr,bobyqa,Duarte,30,"(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,100,"x0 = c(-0.326260058674961, -0.650998277124017, 0.288344982080162, 0.309656336437911, 0.809733349364251, -0.937903807032853, 0.0941106295213103, 0.0478452565148473, -0.448774650227278, 0.243527702987194, -0.371479548048228, -0.112544595263898, -0.592895470559597, -0.40188334370032, -0.616367845796049, 0.890318432822824, 0.0837058979086578, -0.461510742083192, -0.262559334747493, 0.721974110696465, -0.525559357367456, -0.526964432559907, 0.258090638555586, 0.0797076397575438, 0.833661196753383, 0.0609752559103072, 
0.57638805359602, -0.718535115942359, -0.393160486593843, -0.0616080397740006), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 100, xtol_rel = 0)",-6.80175634750111,"(-0.0778489040294287, -0.778992826338879, 1, 0.606341372655628, 0.809496140580627, -0.948535579277181, -0.287135692128687, 0.194235266854242, -0.100143760147975, -0.14691462820447, -0.785498688810962, -0.0593342533470231, -0.591959761919737, -0.489909466824269, -0.63092747590623, 0.892285376673706, -0.456217482777952, -0.614486714717714, -0.321107256528821, 0.820646521951393, -0.48210051715965, -0.645647873810711, 0.592234405364966, 0.443584643321568, 0.834300445319377, 0.075002106140404, 0.573357963230113, -0.816954876104319, -0.691224115558849, 0.0306007647383729)",100,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0095665454864502,secs,0.01
stats,optim,Duarte,30,"(0.510056355502456, 0.561306572984904, 0.348888327833265, 0.938338605687022, -0.307788363657892, 0.43260064907372, 0.969424672890455, 0.705474094487727, -0.210482902359217, -0.969497730024159, -0.121250337455422, 0.0948620610870421, -0.869232231751084, -0.806179160252213, -0.338907996192575, -0.213179011363536, -0.347778458613902, 0.931463437154889, 0.8892404246144, -0.646200514398515, -0.375605490524322, -0.129041479434818, -0.8070207843557, 0.701253471430391, 0.171921716071665, -0.448439118918031, 0.666455386206508, -0.048856339417398, -0.577290685847402, 0.0202933503314853)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",1,-,"par = c(0.510056355502456, 0.561306572984904, 0.348888327833265, 0.938338605687022, -0.307788363657892, 0.43260064907372, 0.969424672890455, 0.705474094487727, -0.210482902359217, -0.969497730024159, -0.121250337455422, 0.0948620610870421, -0.869232231751084, -0.806179160252213, -0.338907996192575, -0.213179011363536, -0.347778458613902, 0.931463437154889, 0.8892404246144, -0.646200514398515, -0.375605490524322, -0.129041479434818, -0.8070207843557, 0.701253471430391, 0.171921716071665, -0.448439118918031, 
0.666455386206508, -0.048856339417398, -0.577290685847402, 0.0202933503314853), fn = function (x) 
{
    th <- c(0.5, -0.2, 0.5, -0.2, -0.1, 0.2, -0.1, 0.2, -0.1, 0.2)
    X <- matrix(x, ncol = 3, byrow = TRUE)
    Fl <- cbind(1, X, X^2, X[, 1] * X[, 2], X[, 1] * X[, 3], X[, 2] * X[, 3])
    Fx <- (sqrt(exp(Fl %*% th)) %*% rep(1, 10)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, method = L-BFGS-B, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 1, factr = 0)",-14.8089918810361,"(-0.221909077304993, 1, 0.868731214453662, 1, 0.684977211808709, -0.546618577840299, 0.868076301954542, 0.955548380389657, -0.906206081122177, -1, 0.821505718442392, -0.571702031214706, -0.890677531351405, -0.884147470099121, -0.980284728834872, -0.468738223378861, 0.560227314822263, -0.578148169275937, 0.90555779383885, -0.927482774009324, -0.886064891704163, -0.840752653983283, -1, -0.504687863065437, 0.745377076309029, -0.832544975079351, 0.930278519508709, -0.895447025551826, -0.484744307036249, 0.826232872301794)",5,5,1,NEW_X,0.00972771644592285,secs,0.01
GA,ga,Duarte,30,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,-,"type = real-valued, fitness = function (x) 
{
    return(-(Duarte(x)))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), maxiter = 2",-4.84636865621064,"(-0.886046745348722, 0.511256036348641, -0.665626815985888, -0.453698077239096, -0.263682571239769, -0.281621013768017, 0.206176010891795, 0.140802301466465, 0.777639151550829, -0.30446948716417, 0.921832643449306, 0.231246872805059, 0.489378503989428, -0.953793823719025, 0.856937931850553, -0.679279419127852, -0.917030928190798, -0.975274153985083, 0.843038470949978, -0.366038816049695, -0.261610691435635, -0.568739681039006, 0.691698218230158, 0.808369594160467, 0.496088450308889, -0.0893046357668936, 0.669332269113511, 0.791624503675848, 0.843678087927401, 0.639320541638881)",2,-,-,-,0.00683045387268066,secs,0.01
