R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,all_params,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
DEoptim,DEoptim,Lall,12,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,-,"fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(itermax = 2, reltol = 0)",11.3847242758422,"(0.259362690616399, 0.785085677634925, -0.0989013265259563, 0.299771853443235, 0.0321029811166227, -0.997078286949545, 0.616617462597787, -0.812857366167009, -0.483249805867672, 0.960705333389342, -0.964074359741062, 0.809362578205764)",2,6,-,-,0.00994253158569336,secs,0.01
pso,psoptim,Lall,12,"(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11,-,"par = c(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 11, reltol = 0)",9.68409392993234,"(-1, 0.381052649958998, 0.1646039499751, 0.86268289376611, -0.96564422018163, 1, 1, -0.727286257440132, 0.958163126860991, 0.728172345050036, 0.0852549504006334, -0.901274496663393)",11,176,2,Maximal number of iterations reached,0.00955438613891602,secs,0.01
ABCoptim,abc_optim,Lall,12,"(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",5,-,"par = c(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lb = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), ub = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), criter = 2147483647, maxCycle = 5",13.8259166346389,"(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022)",5,-,-,-,0.00894570350646973,secs,0.01
nloptr,sbplx,Lall,12,"(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,180,"x0 = c(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 180, xtol_rel = 0)",8.44808483450433,"(-1, 0.471996831823619, 0.864405658687952, 0.816859986252228, -0.614615897733213, 1, 1, -0.8094617657962, 0.139141911719462, 0.226278519257903, 0.216973845227204, -1)",180,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00644493103027344,secs,0.01
nloptr,cobyla,Lall,12,"(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,160,"x0 = c(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 160, xtol_rel = 0)",7.51325110770181,"(-1, 1, 1, 0.152526734288768, 0.0514773779952487, 1, 1, -0.999999999999998, 0.0168505945872267, 0.0424297098406809, -1, -0.957071686498611)",160,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00817441940307617,secs,0.01
nloptr,bobyqa,Lall,12,"(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",-,160,"x0 = c(-0.899247692897916, -0.163347805384547, 0.277131473645568, 0.667691468261182, -0.0474662664346397, 0.774013763293624, 0.898368173744529, -0.521322757937014, -0.205702976789325, 0.228964066132903, 0.120163130573928, -0.509463224560022), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxeval = 160, xtol_rel = 0)",7.4540523696233,"(-1, 1, 1, -0.0259880768533941, 0.14121093008332, 1, 1, -1, 0.0592018356539893, 0.0631801891088646, -1, -0.701607202116474)",160,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.00741410255432129,secs,0.01
stats,optim,Lall,12,"(-0.344623841810971, -0.507491250988096, -0.129607806913555, -0.135232742410153, 0.483666326850653, 0.21591983968392, -0.929521526675671, 0.35860055219382, -0.628743890672922, 0.502893383149058, 0.987904232461005, 0.390206969343126)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",9,-,"par = c(-0.344623841810971, -0.507491250988096, -0.129607806913555, -0.135232742410153, 0.483666326850653, 0.21591983968392, -0.929521526675671, 0.35860055219382, -0.628743890672922, 0.502893383149058, 0.987904232461005, 0.390206969343126), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, method = L-BFGS-B, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 9, factr = 0)",7.61150773271517,"(1, -1, -1, -0.242937542015399, 1, -0.0897828049443476, -1, 1, -0.00284897190115675, 0.254222732161682, 0.465875545861042, 1)",13,13,1,NEW_X,0.00868082046508789,secs,0.01
GA,ga,Lall,12,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",3,-,"type = real-valued, fitness = function (x) 
{
    return(-(Lall(x)))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), maxiter = 3",12.1722614564382,"(-0.39007231593132, 0.860293973702937, 0.381606631912291, 0.480126651003957, 0.912689200602472, -0.989270742982626, -0.913728854618967, -0.357233400456607, 0.0717680747620761, 0.898540961556137, 0.33270068326965, -0.325393131002784)",3,-,-,-,0.0294203758239746,secs,0.01
DEoptim,DEoptim,Lall,12,-,"(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",2,-,"fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(itermax = 2, reltol = 0)",10.3185723791766,"(-0.758861702866852, -0.501204448286444, 0.80402309121564, 0.792519198264927, -0.980530328582972, 0.905687610153109, 0.896046944428235, 0.16428733477369, 0.94218856561929, -0.744946155231446, -0.130557667464018, 0.115560760721564)",2,6,-,-,0.0150072574615479,secs,0.01
pso,psoptim,Lall,12,"(-0.344623841810971, -0.507491250988096, -0.129607806913555, -0.135232742410153, 0.483666326850653, 0.21591983968392, -0.929521526675671, 0.35860055219382, -0.628743890672922, 0.502893383149058, 0.987904232461005, 0.390206969343126)","(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1)","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",11,-,"par = c(-0.344623841810971, -0.507491250988096, -0.129607806913555, -0.135232742410153, 0.483666326850653, 0.21591983968392, -0.929521526675671, 0.35860055219382, -0.628743890672922, 0.502893383149058, 0.987904232461005, 0.390206969343126), fn = function (x) 
{
    th <- c(-1, 2, 0.5, 2, 0.1, 0.01)
    X <- matrix(x, ncol = 2, byrow = TRUE)
    Fl <- cbind(1, X[, 1], X[, 1]^2, X[, 2], X[, 2]^2, X[, 1] * X[, 2])
    eta <- Fl %*% th
    Fx <- (sqrt(exp(eta)/(1 + exp(eta))^2) %*% rep(1, 6)) * Fl
    dt <- max(det(crossprod(Fx)), 1e-100)
    return(-log(dt))
}, lower = c(-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1), upper = c(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1), control = list(maxit = 11, reltol = 0)",8.94626863923,"(0.172226512591786, 0.123974101250343, -0.476837347649287, -1, -1, 0.558934731340966, 1, -1, 1, 0.456028210257272, -1, 1)",11,176,2,Maximal number of iterations reached,0.0118517875671387,secs,0.01
